nome,renda,idade,etnia,sexo,casapropria,outrasrendas,estadocivil,escolaridade
"Michael, Culpepper",2717.247971815332,50.813324645952314,0,0,0,1,0,1
"Chandler, Phillips",3209.034253574586,39.492721889622786,1,0,0,0,0,1
"Armando, Atencio",5828.786585156773,42.65134924708708,1,0,1,0,0,1
"Colette, Gabel",3456.2631921540133,40.696393625112805,1,1,0,1,0,1
"Rogelio, Smith",1289.73070526329,69.5013335033672,0,0,1,1,0,1
"Michael, Quintana",3778.199171214602,33.91243239394195,1,0,1,0,1,0
"Jessica, Dominguez Mendoza",5355.661672446615,21.46567556161584,1,1,1,0,0,3
"Torian, Shabazz",1166.2397720940342,43.668089763502124,1,0,1,0,1,2
"Jeremiah, Urbanski",3763.1373390224326,48.14336683339179,1,0,0,1,1,0
"Anthony, Zavala",4130.242296248237,44.31501147037437,1,0,0,1,0,1
"Mahaa, al-Shaban",1234.6051357565022,21.501275646314788,1,1,1,1,0,1
"Timothy, Garnett",3020.95192233659,37.183429687371806,0,0,1,1,1,3
"Tyler, Pinson",6107.611940485029,43.705200685615814,1,0,0,1,0,1
"Kingahnah, Ameen",2818.4844673353887,60.73537398660346,1,0,1,0,0,1
"Ty, Spurgeon",3282.8595065906625,55.74931025059076,0,0,1,0,0,2
"Amber, Buckner",5771.677031124913,30.73293806071287,0,1,1,1,1,3
"Maeve, Morales",4014.7673301153627,21.32604028393915,0,1,1,1,1,2
"Fawzaana, el-Malik",2739.748773855282,20.11396481283009,0,1,0,1,1,3
"Nathan, Self",1577.8239061874651,26.809565610039904,0,0,0,0,0,3
"Michael, Smith",5060.898993531722,47.17696080933615,1,0,1,0,0,0
"Samantha, Forlano",2755.961056837278,44.99914868389435,0,1,1,0,0,1
"Walter, Tsering",5108.755692236786,20.65781084482092,0,0,0,1,0,0
"Maisoon, al-Ameen",2773.384738186848,53.7019254646318,1,0,1,0,0,0
"Ha, Lee",5558.786178307452,47.33417125751898,0,1,0,0,1,0
"Henry, Ketchum",3652.340157494079,58.809976371875365,0,0,1,1,0,1
"Steven, Lewis III",6105.352750822136,64.56312039316363,1,0,1,1,0,0
"Qisma, al-Rahaman",2995.0562557508747,21.003091163442264,1,1,1,1,0,3
"Breyanna, Solarin",2310.3767532106153,18.554229554720223,0,1,1,0,0,2
"Adrian, Loya",1919.1155219062944,66.31514839232497,1,0,1,0,0,1
"Fidda, el-Faraj",1115.825557940412,33.279619933198234,1,1,1,1,1,3
"Garrett, Wilkey",2915.8489412370673,61.14398521832117,0,0,0,0,0,0
"Olivia, Andrade",3514.3904562356875,41.319504071792835,0,1,0,0,0,0
"Tommy, Kloberdanz",2942.5857537560187,70.96504428245952,1,0,1,0,0,2
"Abdul Kader, el-Naim",6120.776479754617,41.54037958657026,0,0,0,1,1,3
"Marky, Ali",2763.583534172428,51.11910691544166,0,0,0,0,0,0
"Kevin, Self",5865.003989959081,38.4563397516701,1,0,0,1,0,0
"Janisa, Dahm",2299.266732458306,41.96844710315069,0,1,1,1,1,3
"Haniyya, el-Fawaz",2560.8406664956783,47.91789318080578,1,1,1,1,0,0
"Jazmyne, Ruiz Martinez",2513.9204995476857,33.22883982570516,1,1,0,1,1,2
"Brent, Huffman",3045.6792909872042,34.662645764043965,1,0,0,1,0,0
"Joshua, Flakes",5968.390435081592,44.3430674816258,1,0,1,1,0,0
"Asmar, al-Salim",2881.6416155114784,61.591751134512144,0,0,1,1,1,3
"Yohannes, Mcchriston",3478.3226167780367,53.448727383178785,0,0,1,0,0,1
"Serenity, Spencer",4044.0624121561036,41.04344862582129,1,1,1,1,1,0
"Michele, Byun",3955.6404277876654,59.3489419652468,0,1,1,0,1,3
"Yeon Soo, Miller",2167.113432462269,18.708685781806707,0,1,0,0,1,3
"Jadeeda, el-Salik",3673.994853738816,29.31123887015596,0,1,1,1,1,3
"Aamir, al-Hamady",2647.4919088866886,48.416764029815326,1,0,0,1,0,3
"Robert, Montellano",3595.9316664375365,44.225068438937015,1,0,1,0,0,0
"Alysia, Willow",3201.969773018088,35.083530049535156,0,1,0,0,1,3
"Matthew, Siagian",2888.5410961229354,20.055384309962392,0,0,0,1,1,3
"Jiehao, Long",3523.096343613335,63.2640428353377,1,0,0,0,1,3
"Mariah, Busby",1734.6919471264725,18.73775348905474,0,1,0,0,0,3
"David, Clayton",4653.894780835998,64.84444863678128,0,0,0,0,0,1
"Tara, Schermer",4057.3070766463998,18.16158173156438,0,1,1,0,1,2
"Sara, Hawley",3110.1788825544277,53.248563502974676,0,1,1,0,1,3
"Abigail, Pyo",5258.968617520659,38.78508570671914,1,1,1,0,0,2
"Teronn, Ashby",2918.471373369804,36.34030133337008,1,0,0,1,0,1
"Sultan, el-Vaziri",2851.1836182838324,40.76322588114534,1,0,1,0,0,0
"Chiana, Nguyen",2034.2520362996108,37.988229327525765,1,1,0,1,1,3
"Anjanetta, Davis",1574.9784189411191,42.35828510919333,0,1,0,0,1,0
"Mamoon, al-Farra",3316.97133109157,47.273051294396275,1,0,0,0,0,1
"Guem, Covington",5516.429023098433,41.35059784597828,0,0,0,0,0,1
"Alejandra, Meraz",2774.663691491011,36.69609854593017,0,1,1,0,1,3
"Christopher, Smith",2958.2251588511585,40.177583430470875,0,0,0,0,1,1
"Adli, Finn",2422.389553797249,44.42617301838548,0,0,0,0,0,1
"Mesel, Hughes",1549.9718189407627,52.6000642319316,1,1,0,1,1,1
"Ernesto, Raigoza",3547.6875744442486,41.96644224303404,1,0,1,1,0,1
"Christine, Main",2945.367765530222,32.71595204093021,1,1,0,1,1,2
"Sahheeda, al-Saade",5311.969549742898,62.35876635998337,0,1,1,0,1,0
"Shervanna, Archambault",5971.875837424499,31.6893776173126,0,1,1,0,1,3
"Najeeba, el-Hussain",4457.513754645534,32.01258558374145,1,1,1,0,0,0
"Devaun, Matthews III",1825.4432705069892,47.666865665666805,1,0,0,0,0,1
"Ashley, Lapaz",2685.3082674877915,19.096374231390655,1,1,1,0,0,3
"Taylour, Knackstedt",1429.7951528892943,52.73600231147384,0,1,1,1,1,1
"Shawrae, Butler",5542.912035640238,44.21492563382585,0,0,0,0,0,1
"Rasheeda, al-Jamal",2890.308807569565,19.653332489584727,0,1,1,1,0,1
"Trent, Dasig",2851.780849029282,23.693784612858884,1,0,0,0,0,1
"Quiere, Medlock",2970.169893762834,45.315407941305395,0,1,0,0,0,0
"Kathy, Yang",1642.365721627715,26.777098254641043,1,1,1,1,1,3
"Chalese, Williams",3606.673732124281,45.45735149956127,0,1,1,0,0,3
"Ronnie, Murray",2722.305452766498,50.27372438751649,0,1,0,0,0,1
"Ryan, Lafleur",3434.0782162899627,52.1556528537626,1,0,1,1,0,0
"Brandon, Gutierrez",3262.7642304983983,20.503676828472706,0,0,1,1,0,1
"Abhishekha, Warwick",3881.580094417032,40.31351679092988,1,0,1,0,1,0
"Sha'Celeste, Fagins",2300.5947290011586,54.988133525102555,1,1,1,0,0,0
"Andrew, Rincon",4231.670350453936,55.463409758016276,1,0,1,1,1,3
"Bishr, al-Saber",3877.798697059989,36.608885271946434,0,0,1,0,0,0
"Gabriela, Steward",3432.72329786867,37.00550992709647,0,1,0,0,0,2
"Fidel, Marquez",3127.428413158527,42.05321462367703,0,0,0,0,1,0
"Mikayla, Prins",3171.5120150312923,28.219238673469032,0,1,0,0,1,3
"Ash, Jeddeloh",2824.518547798381,41.58928365632463,0,0,0,1,0,3
"Branden, Wood",2754.981339623782,33.26794120896469,1,0,1,0,0,0
"Anwar, Garrett",1671.182890814962,49.43622839402751,0,0,1,0,0,3
"Margarita, Huppert",2566.6298577561947,21.11901995446533,0,1,0,0,1,3
"Alex, Gaunt",5862.862677784321,34.271481655374124,1,0,1,0,0,3
"Shihaab, el-Farooq",5727.522194065186,63.11988578170506,0,0,0,0,0,0
"Sharaf, al-Aydin",6200.213832791386,42.10624568555971,1,0,1,1,0,1
"Deyatzee, Quintana",3260.027348264266,66.41454135988087,1,0,0,0,0,0
"Sara, Baker",3768.9853056674697,25.995624272048598,1,1,0,0,0,1
"Itzaira, Martinez",1107.4509043246508,41.23700766544318,0,1,1,1,1,2
"Girishkumar, Doung",2650.992775603451,56.25462548434381,1,0,1,1,0,0
"Amber, Rollins",2839.2282573907996,44.45966735152803,1,1,0,0,0,0
"Manuel, Vazquez-Gutierrez",3467.1913981920407,31.091949775385356,1,0,1,1,0,1
"Autumn, Confer",5012.494985936044,54.40835742702997,1,1,0,1,0,0
"Raihaan, al-Bacchus",3007.5147924267812,66.85203005402498,1,0,1,0,0,3
"Marilyn, Silva",2017.9419975782182,29.50705208176855,0,1,1,1,0,2
"Tenzing, Van",2673.6935200870766,34.86664618034393,0,0,1,1,1,3
"Morgan, Miotke",5717.349712279365,18.813289820216596,0,1,1,1,1,2
"Akaisha, Fields",2793.711089740952,20.129115210846066,0,1,1,1,0,3
"Angel, Luna",3866.4088016101355,27.94720557739889,0,0,0,0,0,3
"Douglas, Littlejohn",1302.6351075356522,22.488055423760752,0,1,1,1,1,3
"Jareer, el-Hakim",3473.4740125742646,57.74082172172206,1,0,0,1,0,1
"Kristopher, Tucker",5973.739013033131,38.383708327398054,0,0,0,1,0,1
"Eric, Coleman",3174.9920935009504,44.00587030261304,1,0,1,0,1,0
"Marcus, Lapczynski",3802.9102464807347,56.6812619960904,0,0,0,1,1,3
"Lucas, Munoz",5094.691350765486,43.022630354373064,1,0,0,0,0,0
"Heraclioluis, Giron",5284.169821215741,49.97105319308624,1,0,0,0,0,0
"Jasmine, Skees",6411.779544239791,19.954445072250813,0,1,0,1,1,2
"Cloe, Heiderstadt",5926.501700800241,36.58077312594388,0,1,0,0,1,3
"Micah, Ross",2334.507371392596,51.62033337316501,1,0,1,1,0,0
"Hien, Turmandakh",3832.6976772083713,61.78640927809303,1,0,1,0,0,1
"Leticia, Harrison",5993.491025704294,61.08470249237278,1,1,0,1,0,1
"Steven, Barron Sanchez",2655.276540611896,53.18417402348828,0,0,0,1,0,1
"Faseeha, al-Dawood",3197.053482318636,43.45447242001286,0,1,1,0,0,1
"Abdut Tawwab, al-Ramin",2677.3944965358733,62.87513756571537,0,0,0,0,1,0
"Jordan, Yoshimura",3308.876066917601,47.060744946458954,1,0,1,0,0,0
"Katie, Nguyen",3122.3328013824803,52.268056758824876,1,1,1,0,1,0
"Sophie, Nguyen",2663.182175892194,58.35905180253911,0,1,0,1,1,3
"Anne, Yeo",3059.0032195237973,27.142350625205736,0,1,1,0,1,3
"Avery, Cutchlow",1108.2499713228017,49.10786434237984,1,0,0,1,0,3
"Maurice, Stott",1172.3037138814102,68.05065273706366,1,0,0,0,1,3
"Arlinda, Lewis",3100.4628955694284,34.22557704911951,1,1,0,1,1,1
"Bernard, Pickett",2045.7223932084444,55.677030601554165,0,0,1,0,0,2
"Saqib, Yang",1145.1426853411804,31.891931593225586,1,0,1,0,0,1
"Abdut Tawwab, el-Khan",3350.514589160207,30.86734947156974,1,0,0,0,0,1
"Nathan, Mandell",6234.21625432482,32.60366846891059,1,0,0,0,0,0
"Carson, Cervantes",4542.393233208173,63.225713828762096,0,0,0,1,0,3
"Taylor, Bray",2509.8703597165377,39.2106772852749,0,1,1,1,1,3
"Ramzi, al-Tawil",1256.1768840975112,34.408267619926654,1,0,0,0,1,1
"Ashley, Kadel",2798.3333129957236,31.151720187979848,1,1,0,1,1,3
"Derrick, Hamilton",5835.55035429477,37.682132881193915,1,0,1,0,0,3
"Nooriyya, al-Radwan",3231.592697816912,38.2554542661758,0,1,1,0,1,1
"Adamina, Jones",2677.9502882738743,64.50879583201058,0,1,1,0,0,0
"Bryan, Lavigne",3154.2383802905697,56.30851749499237,0,0,0,0,0,2
"Shay, Garrison",5419.94127670389,47.12843700879944,1,0,1,0,0,3
"Keona, Lockett",5595.152224467745,58.98756439536064,1,1,0,0,0,1
"John, Vang",3075.419147166739,52.29329137769363,1,0,0,1,0,1
"Abdul Waahid, al-Shehata",5254.420023506355,54.59261068454566,1,0,0,0,0,0
"Rose, Tamai",3284.164883278494,54.2658523708581,0,1,1,0,1,1
"Madisun, Cisneros",1238.651025506128,33.34823243185931,0,1,0,0,1,0
"Erika, Gellatly",3618.204024965456,57.469218490672986,0,1,0,0,0,3
"Gerardo, Ortiz",2758.8322277350558,31.25464981190511,1,0,0,0,0,3
"Aamir, el-Aboud",1217.5194983813421,58.524192324297076,1,0,0,0,0,2
"Melanie, Alvarado",2601.0208133273445,35.21006405341568,0,1,1,0,0,0
"Insaf, Bautista",3148.0889256505657,49.12266187095386,1,1,1,1,1,3
"Da Som, Rasmussen",2846.8968336283024,47.0394018358586,1,1,0,1,0,3
"Jordan, Blackmore",2042.8949079160302,51.11771123440797,0,0,0,1,1,1
"Ariel, Funes",3238.30099489811,56.77876517111797,1,0,1,0,0,1
"Joshua, Adams",1337.6745487563026,56.22275677555038,1,0,1,0,1,0
"Jihaad, al-Mohamed",3222.4567194926435,49.06545677068115,1,0,0,0,0,0
"Jessica, Joe",1505.4971984961078,52.147733256261894,0,1,1,1,1,3
"Jeanerette, Turner",3632.9059346580734,26.902024983006697,0,1,1,0,1,1
"Vianca, Ramirez Garcia",2563.9429570671905,46.43703542237809,0,1,1,0,0,3
"Delaney, Bridston",2709.649409945463,69.12902760620307,1,1,0,1,0,1
"Cody, Barrett",3977.351184608846,36.62113623485271,1,0,1,1,0,0
"Madison, Sanandres",2843.3833977777017,62.87200812408576,0,1,1,0,0,3
"Jenna, Janzen",3368.2720946934146,52.777613115270356,0,1,0,0,1,3
"Chastine, Cardenas Perez",2633.3245721351227,37.20290012049398,0,1,1,1,1,3
"Alyssa, Leyva",2529.720335875254,53.149017857491415,1,1,0,1,0,3
"Kelsey, Derby",1478.6043312016275,25.14171307402207,0,0,1,1,1,3
"Brianna, Mcredmond",2799.21322645261,49.00466540783316,1,1,0,0,0,3
"Viridiana, Espinoza-Simental",5677.729329916967,22.47049614169612,0,1,0,0,1,1
"Sky, Seeley",5828.949660485907,37.867698496083634,1,0,0,1,0,1
"Steven, Contreras",1133.9846440220194,48.26636277981065,1,0,0,1,0,3
"Woranee, Vongphackdy",5702.179409344409,52.76191820913312,1,1,1,0,0,3
"Farrell, Littlejohn",3306.4780579467733,58.183961615979946,1,0,1,1,0,2
"Mckenzie, Haddad",2872.254252716051,60.97972391964187,0,1,1,1,0,3
"Andrew, Owen",2976.4162493226877,36.014351864328404,1,0,1,0,0,1
"Vanessa, Martin Jr",3947.9288454367456,64.18780610130881,0,1,0,0,1,3
"Shaimaaa, al-Saidi",2688.339613800379,59.71309930580514,0,1,1,1,1,3
"Ibtisaama, al-Shaer",3030.511844607341,35.72047785733404,0,1,0,0,1,3
"Catalina, Rodriguez",3382.480798895158,42.5922062868615,1,1,1,1,0,1
"Subhi, el-Nazir",2629.713868885608,38.59487584975807,1,0,1,0,0,0
"Briant, Martinez",3416.589490589195,44.47218963230891,0,0,0,0,1,0
"Shaana, Madrid",2486.715588868119,18.2459562048316,0,1,0,1,0,0
"Anita, Ly",2934.3510970463126,70.17795821551803,1,1,1,0,0,1
"Andrew, Smith",2102.590192883813,33.01209500664542,1,0,0,1,1,1
"Christian, Hodges",1430.8090056292713,57.46049689607342,1,0,0,1,1,2
"Douglas, Kelly",3719.980622891068,60.12591265046352,1,1,0,1,0,0
"Laura, Hyziak",3624.8610913480697,24.06887449226459,0,1,0,1,1,3
"Bridget, Ward",2902.745131574891,20.77811204083264,1,1,0,0,1,1
"Madison, Box",1787.6220431838478,59.361222285301416,1,1,1,1,1,3
"Zeferino, Meza",2552.7984004169016,39.231852651509044,1,0,0,1,0,2
"Brianna, Nguyen",4018.0623784089576,47.67536250651669,0,1,0,0,1,2
"Jose, Terrones",3010.5333824504637,34.87915184915407,0,0,0,0,1,0
"Alexander, Christianson",2907.8965829047675,54.82382648353511,1,0,1,0,0,3
"Taylor, Ruiz",1728.4312582710572,43.35409147617272,1,1,1,1,0,0
"Saalih, al-Bagheri",5934.2820008717545,65.79751297805622,1,0,1,1,0,0
"Joseph, Kirkpatrick",3431.966707614554,44.365659627360984,0,0,0,0,0,2
"Jason, Steiner",3623.9220400377126,41.57137937430531,1,0,1,0,0,2
"Sahl, el-Shaker",1646.3215958936205,55.41455091373652,0,0,1,1,1,3
"Laosa, Sathe",4686.323094112218,47.847697763593004,1,0,1,0,0,1
"Thomas, Lange",3599.206728819461,52.190096890430326,0,0,1,0,0,1
"Kai, Stoltenberg",2750.3852086377356,54.22067896252361,0,0,1,1,0,3
"Jamaal, el-Bilal",5683.143959806861,68.0658556359686,1,0,1,1,1,1
"Mukhtaar, el-Wakim",3174.0756655454848,45.89562203298586,0,0,1,1,1,1
"Loan Mai, Balaji",2179.5533266088714,18.854097603244433,0,1,1,1,1,3
"Clayton, Hathcock",3037.5814158504486,55.45343912627567,1,0,1,1,1,1
"Paige, Rose",2867.360457010154,73.13927889929414,0,1,0,1,0,1
"Carlee, Mccreary",3377.6660236716443,56.0702114917192,0,0,1,1,0,3
"Saamiqa, al-Obeid",3659.13663942702,71.06820761929127,1,1,1,0,0,0
"Trevon, Jones",5626.725388148492,61.287752831341464,0,0,1,0,1,3
"Elisabeth, Roberts",6180.39922151852,34.379804678568334,1,1,1,1,0,3
"Ronald, Clayton",3146.5642894920834,48.50301202212796,0,0,1,0,0,3
"Cody, Kohnlein",2757.955416654864,67.90183432629257,1,0,1,1,0,0
"Rene, Garcia",2802.4869359496834,52.94746787641553,1,0,0,1,0,2
"Melissa, Broderick",3516.672390342444,36.40104175657925,1,1,0,1,1,3
"Jason, Najjar",3779.298583118515,47.49303732059473,1,0,1,1,0,2
"Christina, Wang",3256.259017865495,36.70736753676277,1,1,0,0,1,2
"Alec, Hamner",2881.0149636946053,45.807032493348835,1,0,1,0,0,1
"Mubashshir, el-Abdi",1780.3005769909746,67.03902421325569,1,0,1,0,0,1
"Fabian, Reyes Jr",2795.2969171184723,38.45984817466544,1,0,0,0,0,1
"Sean, Devaughn",2760.2778790921006,40.01113478656217,1,0,0,1,1,0
"Kenya, Pritchard",5523.394919268798,40.8358531776634,1,1,1,1,0,3
"Crystal, Bean",2350.094726015505,59.158871826074105,0,1,1,1,0,0
"Geordan, Gutierrez",3085.3898779471247,21.18950849864632,0,0,0,1,1,3
"Pedro, Vazquez",2617.720481433721,23.604118466572952,0,0,0,1,1,3
"Jordan, Herbert",3241.4407464884966,26.36450297295221,0,1,1,1,1,3
"Sabaah, el-Abdo",4360.0068416515815,58.08033980702634,0,0,0,1,0,2
"Haorui, Pohl",1515.0041146333986,57.84089307533444,1,0,1,0,1,1
"Hunter, Rollins",4425.622677200397,25.149052089320257,1,0,1,0,0,0
"Mariah, Chamberlin",2602.3789529033284,53.75275656754778,1,1,0,0,1,1
"Isabel, Roque",2522.196392446932,18.94795790500939,0,1,1,1,0,0
"Gary, Mcgee",2074.774319380562,47.109854796831655,0,0,1,0,0,2
"Dalena, Williams",3239.540520660513,45.897452007665564,0,1,1,1,0,0
"Angelica, Pacas",1888.425264750664,27.75011722491952,1,1,0,0,1,2
"Kawehi, Dall",4011.0921301680833,32.85982758039657,0,1,1,0,1,2
"Jeremiah, Dukeminier",5233.813618425453,59.41013570187314,1,0,1,0,0,1
"Noah, Hatch",3100.6782469766545,42.307619533971156,0,0,0,1,0,2
"Chandel, Martell",3032.357384075845,31.93752344484476,1,1,1,1,0,0
"James, De Werd",1558.8985195010466,49.65400812770428,0,0,1,1,0,2
"Victor, Olguin",2890.38226151679,52.04065389244802,0,0,1,0,1,1
"Curran, Kweon",5969.08201929702,43.67950449744306,1,0,0,1,0,1
"Kaileigh, Hopper",2645.170726727739,35.43427471805991,1,1,0,1,1,1
"Nadia, Raibon",3239.6453182568553,38.94480150948028,0,1,1,0,0,1
"Kevin, Smith",1227.2192127492312,23.148359688350716,1,0,1,1,0,1
"Faustino, Hernandez",5687.943877218433,38.479882811013844,0,0,0,1,0,2
"Robert, Watkins",3248.3639998447707,54.35525430719668,1,0,0,1,0,3
"Spencer, Ghinaudo",4994.479976229243,48.502113803839535,0,0,0,0,1,0
"Dakota, Donaldson",3045.434586630303,30.643080775114374,0,0,1,1,0,1
"Mariah, Nevin",2695.132289524657,39.109114495235914,1,1,0,0,1,2
"Emily, Dove",5694.947495229968,24.508247171177945,1,1,0,0,1,1
"Leonarda, Miller",1399.4167718813578,43.19453194903068,1,1,1,0,1,0
"Yoon Hae, Nagendra",2330.9725083903863,56.28906767401522,0,1,1,1,1,2
"Laken, Starks",3401.721756391075,27.868671240560893,1,1,1,0,1,0
"Deshon, Penner",2825.1557486993756,53.53621016899701,1,0,1,1,1,1
"Saaliha, al-Saladin",3309.598981426499,18.68958141002804,0,1,0,0,1,3
"Gloria, Cisneros",1117.5812157728724,54.8275038520856,0,1,0,0,1,3
"Trent, Anderson",5227.479693190684,59.8057155822549,1,0,1,1,0,0
"Madison, Lopez",2528.2057608869436,43.05972288160731,1,1,1,0,0,1
"Adam, Graefe",3343.3458059852296,45.49706123751673,1,0,1,0,0,2
"Kristian, Mattson",4194.747299498157,60.6474426225204,1,0,1,1,0,1
"Helen, Johnston",1815.590689958091,38.58752315031381,1,1,0,1,1,3
"Elizabeth, Perea",2921.1520083270802,48.9933230463025,0,1,0,1,0,3
"Braxton, Denny",1660.3184247124448,19.457578156143427,1,0,1,1,1,1
"Logan, Gabel",1783.5927279808145,57.010683067938416,1,0,0,0,0,0
"Regina, Shaver",2100.972440259667,25.8953271364489,1,1,0,0,0,3
"Jia, Oubkeo",4022.467058016651,37.90947693334648,1,0,1,0,0,0
"Fawzia, al-Basha",1317.3500400815894,73.25242362163789,0,1,1,0,0,2
"Saeed, al-Parsa",2719.496450869084,53.20228201682227,1,0,1,0,0,3
"Valentin, Carrillo",1652.2422580472132,58.7948015036496,1,0,1,0,0,0
"Lee, Cagle",4030.701338687774,38.50930055921495,1,0,0,1,1,0
"Rayland, Price",6028.148285039753,38.55524749492043,0,0,1,1,0,0
"Jenifer, Caranza",2566.4358835748812,28.02745752335985,0,1,1,0,1,3
"Ian, Anderson",2524.237006927259,61.90449140395463,0,0,1,0,0,0
"Austin, Cathey",3469.1263085136034,51.409121424345095,0,0,0,0,1,3
"Ariel, Sagal",2996.269512127662,43.82258389682857,1,0,1,0,0,1
"Kody, Lozano",3348.14878783844,44.52359201352287,1,0,1,0,0,0
"Pablo, Aguilar-Quintana",5067.629114271567,28.79177670987417,1,0,0,1,1,3
"Cody, Gomez",3844.246649703561,48.48502658687775,0,0,0,0,0,1
"Nicholas, Nguyen",2829.266193184755,64.40697964762228,1,0,0,0,0,0
"Celeste, Neal",2886.5615239860763,55.639127619165535,0,1,0,1,1,1
"Humaira, el-Abdoo",2527.2573175354355,25.225728096419694,1,1,1,0,1,1
"Nizaar, al-Ebrahimi",5469.25261534517,56.78769178245161,0,0,0,0,1,3
"Thalia, Boulier",3247.0524833829,58.80508204736816,0,1,1,0,0,2
"Sierra, Arnold",2124.5444482747916,61.02351899418445,1,1,0,0,0,2
"Kathy, Ly",4101.2924663004915,28.1979211358567,1,1,0,1,0,0
"Dania, Renteria",2759.288740663428,51.02302831250823,0,1,1,0,1,0
"Emily, Kroening",1208.5359502934182,29.657565785212537,1,1,1,1,1,3
"Sierra, Swimmer",2162.916516650453,18.61886339727789,0,1,1,0,0,1
"Dante, Hitt",1770.3450930816516,49.036363854411036,1,0,0,0,1,1
"Susheel, Crummett",2235.977354826723,60.677026821174664,0,0,1,1,0,1
"Austin, Eltagonde",3728.598868133468,41.85099057365629,1,0,0,0,0,0
"Carlos, Sanchez",2225.9933818131685,35.04426306779676,0,0,0,0,0,1
"Lindsay, Stuart",4382.5448238539,60.760506787262344,0,1,1,0,1,3
"Caitlin, Ghist",3939.3908933771027,19.19555242442705,0,1,0,0,0,0
"Muslih, el-Mahmood",2793.6959674741797,20.690609320998192,0,0,1,0,1,3
"Ivan, Kendee",1145.632362167228,26.77504756104252,1,0,0,0,0,0
"Dorys, Esparsen",5906.37585920645,32.340643675717075,0,1,1,0,1,1
"Talia, Davis",2916.969300223089,34.40472283750169,1,1,1,1,1,2
"Kwhydee Paul, Perry",1349.79566616814,61.809348679297045,1,0,0,0,1,1
"Rachel, Foulk",1223.5508268087344,41.817178443718944,1,1,0,0,0,1
"Sunny, Veres",2111.5869814026005,50.284307929921,0,0,0,1,0,0
"Holly, Sterling",2662.3052692803244,53.483431198764535,1,1,1,1,1,1
"Kaalim, al-Nasrallah",3104.827636460636,36.86645529480268,0,0,1,0,1,3
"Imraan, el-Faris",1646.2368400669122,49.595427635571674,1,0,0,1,0,0
"Jonathan, Viramontes",3921.893848638162,48.87544968866039,1,0,0,0,0,1
"Nicholas, Martinez",1117.4616081775798,38.623953239072044,1,0,0,1,1,3
"Matthew, Wilson",1347.915135218739,62.0978219885829,1,0,1,0,0,0
"Kyla, Fairbanks",5924.198125225792,44.55720902361444,0,1,1,1,0,0
"Auston, Bottorff",3307.890619336287,50.206360148998044,0,0,0,0,1,1
"Xavier, Harvey",3035.401207204527,41.78725474988346,1,0,1,1,0,1
"Josie, Woods",2797.042553445757,43.29924418019148,0,1,1,0,0,1
"Markita, Bessard",5825.859624413048,34.127817479812556,1,1,1,0,0,2
"Sienna, Donner",5792.558020077337,27.842275801751434,1,1,1,1,1,3
"Gisela, Rodriguez Medellin",5736.781669689233,33.551570506626405,0,1,0,1,0,3
"Destiny, Lacroix",2843.0393317146477,43.05143823218656,1,1,0,0,0,1
"Abdul Haadi, el-Darwish",2905.407622992338,65.63881745032948,1,0,1,1,1,1
"Cinoi, Perry",5957.8209182536775,18.3230573348701,1,1,0,1,0,3
"Mamoon, el-Sharif",3198.923074709911,52.6979454732926,1,0,0,1,0,2
"Claudia, Mora-Franco",3236.8716357062453,69.79795424200785,1,1,0,1,0,1
"Jodi, Fallahi",2799.925549449543,28.07034586095238,0,1,1,1,1,2
"Razeen, al-Omar",4535.818697429592,37.10714666654167,0,0,0,0,0,0
"Amethyst, Ortivez",2306.601829037722,21.839782191414024,0,1,0,1,1,1
"Jose, Martinez",3155.3136285551745,43.72931828259418,0,0,1,0,1,3
"Ronnie, Lambertson",4165.613661109059,49.527246464827,1,1,0,1,1,3
"Ja Von, Polk",1570.911790084362,35.95126063613015,0,0,0,1,0,3
"Monica, Makas",3310.8998478020985,18.096502596168627,1,1,0,1,1,1
"Jacob, Dominguez",1502.7447458533788,47.059299460919966,1,0,0,0,0,0
"Tyler, Milner",2996.7420831524387,40.72863722090596,0,0,0,1,1,2
"Brittany, Saddler",5913.859660363038,46.73609029677249,0,1,1,1,1,3
"Patrick, Martinez",2933.050361917713,45.2001964065358,0,0,1,0,0,0
"Henry, Ahn",4124.098786103193,49.0162782301249,0,0,1,1,0,1
"Ricardo, Velasquez",1614.0288502296992,31.005848338191537,0,0,1,0,1,1
"Brandi, Esquivel-Tiscareno",1756.8914804709302,21.628740680783242,0,1,1,0,0,3
"Ryan, Wisham",6374.356951004681,41.464619536999074,0,0,0,0,0,0
"Taylor, Huber",3210.4090883669137,49.97992117816162,0,1,0,0,1,1
"Madison, Harris",5305.547861724324,31.453605784286918,1,1,1,1,0,2
"Stacey, Creel",2414.9772932306582,56.06168923095284,0,1,1,0,1,3
"Pablo, Gomez",5444.435519826247,40.168321374550295,1,0,1,0,0,1
"Nina, Payne",1677.3946554447543,61.92751235490531,0,1,1,0,1,3
"Taylor, Mortimer",3716.9676599090762,29.51857573652991,0,1,0,0,1,2
"Kara, Coyle",1741.625987731613,22.399702378691046,1,1,1,0,1,3
"Mazeed, el-Dawood",3893.7199853989637,53.6511756767409,1,0,1,0,1,1
"Elijah, Pensoneau",2472.6731503809156,36.36020707112559,0,0,1,0,0,0
"Hafsa, al-Salam",3028.3528721747257,27.848229375057464,1,1,1,0,1,0
